area,Name,ORDER_NO,DATE_REC,DISTRIBUT,DIST_ADDR,DIST_ID,CROPNAME_,FIELDREF,FARMER,FARMER_AD,CUST_ID,DAN,CUST_ORD_,Organic M,Ca,Mg,Mg_Index,Mn,B,Cu,Mo,Fe,Zn,S,P,P_Index,K,K_Index,Na,pH,C.E.C,DISTANCE,SWATHWIDTH,VRYIELDMAS,SECTIONID,Crop,WetMass,Moisture,Time,Heading,VARIETY,Elevation,IsoTime,Machine
6.03,AS-4526,AGS-8/27,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,7.1,4207,103,3.0,132,2.33,4.5,0.03,68,1.7,2,8,0.8,375,3.8,11,8.1,23.5,3.17848457,8.80000000,0.31104016,214,41,0.31104016,5.68000000,9/20/2020 9:30:48 AM,227.84184448,Ласкала,269.34117529,2020-09-20T09:30:48.073Z,1
6.03,AS-4526,AGS-8/27,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,7.1,4207,103,3.0,132,2.33,4.5,0.03,68,1.7,2,8,0.8,375,3.8,11,8.1,23.5,3.13848457,8.80000000,0.49444528,214,41,0.49444528,5.65000000,9/20/2020 9:30:49 AM,226.73184448,Ласкала,269.07317529,2020-09-20T09:30:49.076Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,3.55848457,8.80000000,1.73612411,214,41,1.73612411,6.23000000,9/20/2020 7:47:46 AM,231.08060974,Ласкала,268.55017529,2020-09-20T07:47:46.202Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,3.24848457,8.80000000,1.73409622,214,41,1.73409622,6.23000000,9/20/2020 7:47:47 AM,234.52060974,Ласкала,268.51817529,2020-09-20T07:47:47.204Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.98848457,8.80000000,1.55140959,214,41,1.55140959,6.24000000,9/20/2020 7:47:48 AM,235.53060974,Ласкала,268.41617529,2020-09-20T07:47:48.205Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.79848457,8.80000000,1.66486210,214,41,1.66486210,6.27000000,9/20/2020 7:47:49 AM,235.40060974,Ласкала,268.44317529,2020-09-20T07:47:49.195Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.56848457,8.80000000,1.45558062,214,41,1.45558062,6.30000000,9/20/2020 7:47:50 AM,234.29060974,Ласкала,268.45517529,2020-09-20T07:47:50.207Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.48848457,8.80000000,1.67133482,214,41,1.67133482,6.32000000,9/20/2020 7:47:51 AM,235.17060974,Ласкала,268.45517529,2020-09-20T07:47:51.208Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.41848457,8.80000000,1.69927880,214,41,1.69927880,6.31000000,9/20/2020 7:47:52 AM,234.48060974,Ласкала,268.43217529,2020-09-20T07:47:52.208Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.38848457,8.80000000,1.69420752,214,41,1.69420752,6.31000000,9/20/2020 7:47:53 AM,233.37060974,Ласкала,268.46617529,2020-09-20T07:47:53.199Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.39848457,8.80000000,1.63573174,214,41,1.63573174,6.32000000,9/20/2020 7:47:54 AM,230.89060974,Ласкала,268.42817529,2020-09-20T07:47:54.200Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.45848457,8.80000000,1.46986335,214,41,1.46986335,6.30000000,9/20/2020 7:47:55 AM,230.24060974,Ласкала,268.41917529,2020-09-20T07:47:55.204Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.51848457,8.80000000,1.18668043,214,41,1.18668043,6.26000000,9/20/2020 7:47:56 AM,232.10060974,Ласкала,268.34617529,2020-09-20T07:47:56.205Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.49848457,8.80000000,1.31443313,214,41,1.31443313,6.26000000,9/20/2020 7:47:57 AM,233.54060974,Ласкала,268.34217529,2020-09-20T07:47:57.206Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.40848457,8.80000000,1.54755931,214,41,1.54755931,6.80000000,9/20/2020 7:47:58 AM,233.86060974,Ласкала,268.33817529,2020-09-20T07:47:58.197Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.39848457,8.80000000,1.65824403,214,41,1.65824403,6.80000000,9/20/2020 7:47:59 AM,234.24060974,Ласкала,268.31517529,2020-09-20T07:47:59.198Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.43848457,8.80000000,1.50987963,214,41,1.50987963,6.80000000,9/20/2020 7:48:00 AM,235.11060974,Ласкала,268.28717529,2020-09-20T07:48:00.199Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.47848457,8.80000000,1.52677606,214,41,1.52677606,6.80000000,9/20/2020 7:48:01 AM,236.22060974,Ласкала,268.27217529,2020-09-20T07:48:01.201Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.50848457,8.80000000,1.18688102,214,41,1.18688102,6.80000000,9/20/2020 7:48:02 AM,237.14060974,Ласкала,268.24017529,2020-09-20T07:48:02.201Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.53848457,8.80000000,1.03408153,214,41,1.03408153,6.80000000,9/20/2020 7:48:03 AM,237.51060974,Ласкала,268.20017529,2020-09-20T07:48:03.203Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.54848457,8.80000000,0.94530331,214,41,0.94530331,6.80000000,9/20/2020 7:48:04 AM,237.69060974,Ласкала,268.19817529,2020-09-20T07:48:04.204Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.49848457,8.80000000,1.02334760,214,41,1.02334760,6.80000000,9/20/2020 7:48:05 AM,237.52060974,Ласкала,268.16617529,2020-09-20T07:48:05.205Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.49848457,8.80000000,1.03699223,214,41,1.03699223,6.80000000,9/20/2020 7:48:06 AM,236.44060974,Ласкала,268.20217529,2020-09-20T07:48:06.206Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.40848457,8.80000000,1.07574245,214,41,1.07574245,6.80000000,9/20/2020 7:48:07 AM,234.06060974,Ласкала,268.32117529,2020-09-20T07:48:07.196Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.24848457,8.80000000,1.44541797,214,41,1.44541797,6.80000000,9/20/2020 7:48:08 AM,234.52060974,Ласкала,268.39817529,2020-09-20T07:48:08.197Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.26848457,8.80000000,1.36755293,214,41,1.36755293,1.00000000,9/20/2020 7:48:09 AM,235.09060974,Ласкала,268.38917529,2020-09-20T07:48:09.198Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.32848457,8.80000000,0.58563255,214,41,0.58563255,1.00000000,9/20/2020 7:48:10 AM,234.69060974,Ласкала,268.44917529,2020-09-20T07:48:10.199Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.34848457,8.80000000,0.00000000,214,41,0.00000000,1.00000000,9/20/2020 7:48:11 AM,234.85060974,Ласкала,268.50917529,2020-09-20T07:48:11.200Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.39848457,8.80000000,0.14687304,214,41,0.14687304,1.00000000,9/20/2020 7:48:12 AM,234.87060974,Ласкала,268.45317529,2020-09-20T07:48:12.202Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.52848457,8.80000000,0.00000000,214,41,0.00000000,1.00000000,9/20/2020 7:48:13 AM,234.80060974,Ласкала,268.43717529,2020-09-20T07:48:13.203Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.58848457,8.80000000,0.00000000,214,41,0.00000000,6.34000000,9/20/2020 7:48:14 AM,235.78060974,Ласкала,268.40617529,2020-09-20T07:48:14.203Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.60848457,8.80000000,0.00000000,214,41,0.00000000,6.33000000,9/20/2020 7:48:15 AM,238.12060974,Ласкала,268.41617529,2020-09-20T07:48:15.204Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.38848457,8.80000000,1.67658375,214,41,1.67658375,6.33000000,9/20/2020 7:48:32 AM,52.24060974,Ласкала,269.03817529,2020-09-20T07:48:32.198Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.36848457,8.80000000,1.15438453,214,41,1.15438453,6.34000000,9/20/2020 7:48:33 AM,52.94060974,Ласкала,269.00417529,2020-09-20T07:48:33.200Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.34848457,8.80000000,1.00645173,214,41,1.00645173,6.33000000,9/20/2020 7:48:34 AM,54.27060974,Ласкала,268.95417529,2020-09-20T07:48:34.201Z,1
5.18,AS-4535,AGS-8/36,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,9.5,4901,100,3.0,146,5.28,4.8,0.01,35,2.9,5,5,0.5,363,3.8,9,8.2,26.9,2.61848457,8.80000000,1.01550757,214,41,1.01550757,6.32000000,9/20/2020 7:48:35 AM,52.66060974,Ласкала,268.84917529,2020-09-20T07:48:35.201Z,1
